id,correct,red_flag_correct_count,differential_correct_count,red_flag_correct_any_count,red_flag_correct_bot_count,red_flag_correct_user_count,differential_correct_any_count,differential_correct_bot_count,differential_correct_user_count,red_flag_correct,differential_correct,red_flag_correct_any,red_flag_correct_bot,red_flag_correct_user,differential_correct_any,differential_correct_bot,differential_correct_user
465146,False,1,1,0,0.0,0,1,1.0,0,True,True,False,False,False,True,True,False
465115,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
466908,False,1,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
465046,False,0,0,3,3.0,0,4,4.0,0,False,False,True,True,False,True,True,False
465104,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
466279,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465473,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
464613,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465483,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465491,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465504,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465506,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465511,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465516,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465531,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465535,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465537,False,1,2,2,2.0,0,3,3.0,0,True,True,True,True,False,True,True,False
465551,True,0,0,1,0.0,1,2,1.0,1,False,False,True,False,True,True,True,True
465554,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465561,False,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
467824,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467821,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467817,False,0,0,1,1.0,0,3,3.0,0,False,False,True,True,False,True,True,False
465017,False,0,0,1,1.0,0,3,3.0,0,False,False,True,True,False,True,True,False
465471,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465444,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465435,False,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464594,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464591,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464583,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464575,False,1,1,3,3.0,1,4,4.0,1,True,True,True,True,True,True,True,True
464553,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464550,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464524,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465976,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464498,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464425,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464424,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464416,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464414,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464402,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467834,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465434,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464442,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465009,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464973,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464993,False,1,2,2,2.0,0,3,3.0,0,True,True,True,True,False,True,True,False
464519,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465407,False,0,0,3,3.0,0,3,3.0,0,False,False,True,True,False,True,True,False
464473,False,1,1,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464469,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464457,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464450,False,2,2,1,1.0,1,2,2.0,1,True,True,True,True,True,True,True,True
464430,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464410,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467840,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467836,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
467835,True,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467816,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465411,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465424,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465427,True,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464526,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465388,False,1,1,0,0.0,0,0,0.0,0,True,True,False,False,False,False,False,False
465371,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465357,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464856,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464860,False,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464925,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464947,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464959,False,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464965,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465031,False,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
465437,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465043,False,0,1,0,0.0,0,1,1.0,0,False,True,False,False,False,True,True,False
465066,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465067,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465076,True,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465087,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465148,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465340,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465354,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465053,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464836,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465441,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
465465,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467599,False,3,4,0,0.0,0,0,0.0,0,True,True,False,False,False,False,False,False
467600,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
467609,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467614,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467617,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467643,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467655,True,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467667,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467671,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467761,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467768,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467782,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467786,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467807,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467808,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467577,False,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
467572,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467569,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
467561,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465480,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465518,False,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
465532,True,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465542,True,1,1,2,2.0,1,3,3.0,1,True,True,True,True,True,True,True,True
465558,False,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
465565,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465568,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465456,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467514,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467532,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465583,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465591,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465592,False,2,2,2,2.0,2,3,3.0,2,True,True,True,True,True,True,True,True
465593,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467546,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467548,True,0,0,1,1.0,0,5,5.0,1,False,False,True,True,False,True,True,True
465570,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467512,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464829,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464816,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464830,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464822,False,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464801,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464800,False,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464777,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464770,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464763,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464760,True,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464753,False,1,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
464710,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464696,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464691,False,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464661,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464656,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464649,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464834,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464846,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464847,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464852,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464985,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464982,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464979,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464968,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464957,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464954,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464952,False,3,3,2,2.0,0,3,3.0,0,True,True,True,True,False,True,True,False
464627,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464948,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464936,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464921,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464895,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464866,False,2,2,0,0.0,0,0,0.0,0,True,True,False,False,False,False,False,False
464865,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464864,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464862,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464944,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464626,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464622,False,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464609,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464646,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464648,True,2,2,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464680,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464704,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464709,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464717,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464728,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464644,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464730,True,0,0,3,3.0,0,3,3.0,0,False,False,True,True,False,True,True,False
464742,False,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464752,True,2,3,2,2.0,0,3,3.0,0,True,True,True,True,False,True,True,False
464764,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464768,True,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464780,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464791,False,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464803,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464738,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465005,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464640,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464623,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464581,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464567,False,0,0,2,2.0,0,4,4.0,0,False,False,True,True,False,True,True,False
467357,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
467359,True,0,0,2,2.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467369,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467385,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467394,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464635,False,0,0,3,3.0,0,3,3.0,0,False,False,True,True,False,True,True,False
467410,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467430,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467438,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467444,False,0,1,0,0.0,0,0,0.0,0,False,True,False,False,False,False,False,False
467464,False,0,1,0,0.0,0,1,1.0,0,False,True,False,False,False,True,True,False
467471,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464533,False,0,0,0,0.0,0,1,0.0,1,False,False,False,False,False,True,False,True
467479,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467425,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464831,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464400,True,0,0,0,0.0,0,2,2.0,1,False,False,False,False,False,True,True,True
466909,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465477,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
465466,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465460,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465448,False,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465445,False,0,1,0,0.0,0,1,1.0,1,False,True,False,False,False,True,True,True
465428,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465422,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465393,False,0,0,1,1.0,0,2,1.0,1,False,False,True,True,False,True,True,True
465381,True,0,1,1,1.0,1,2,2.0,2,False,True,True,True,True,True,True,True
465485,False,0,0,1,1.0,1,0,0.0,0,False,False,True,True,True,False,False,False
465376,False,0,0,2,2.0,0,3,3.0,0,False,False,True,True,False,True,True,False
465348,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465062,False,0,1,0,0.0,0,0,0.0,0,False,True,False,False,False,False,False,False
465045,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465029,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465010,True,1,0,1,1.0,0,0,0.0,0,True,False,True,True,False,False,False,False
464998,False,0,0,1,1.0,0,2,2.0,1,False,False,True,True,False,True,True,True
464989,False,0,1,1,1.0,0,1,1.0,0,False,True,True,True,False,True,True,False
464981,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464958,False,0,0,1,1.0,0,2,1.0,1,False,False,True,True,False,True,True,True
465372,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464942,True,1,2,0,0.0,0,1,1.0,1,True,True,False,False,False,True,True,True
465486,True,0,1,1,1.0,0,2,1.0,1,False,True,True,True,False,True,True,True
465496,True,1,1,1,1.0,1,1,1.0,0,True,True,True,True,True,True,True,False
467469,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467465,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467453,True,1,2,1,1.0,0,3,3.0,0,True,True,True,True,False,True,True,False
467427,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
467426,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
467413,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
467407,True,0,0,1,1.0,0,0,0.0,0,False,False,True,True,False,False,False,False
467405,True,1,1,0,0.0,0,1,0.0,1,True,True,False,False,False,True,False,True
467395,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
465490,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
467382,False,1,0,1,1.0,0,1,1.0,0,True,False,True,True,False,True,True,False
467065,True,0,1,0,0.0,0,1,1.0,0,False,True,False,False,False,True,True,False
466286,False,0,0,1,0.0,1,0,0.0,0,False,False,True,False,True,False,False,False
465594,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465590,False,0,0,1,1.0,0,2,2.0,1,False,False,True,True,False,True,True,True
465569,False,1,1,0,0.0,0,0,0.0,0,True,True,False,False,False,False,False,False
465557,False,0,1,0,0.0,0,1,1.0,1,False,True,False,False,False,True,True,True
465550,True,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
465546,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465533,True,0,0,1,1.0,0,0,0.0,0,False,False,True,True,False,False,False,False
467378,False,2,2,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
464937,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464911,True,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464910,False,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464580,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464564,True,2,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464559,False,0,0,1,1.0,0,3,3.0,1,False,False,True,True,False,True,True,True
464547,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464541,False,0,0,1,1.0,0,3,2.0,1,False,False,True,True,False,True,True,True
464535,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464532,True,1,1,1,1.0,0,0,0.0,0,True,True,True,True,False,False,False,False
464527,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464521,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464592,True,1,1,2,2.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464511,False,0,1,1,1.0,0,3,2.0,1,False,True,True,True,False,True,True,True
464490,False,2,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
464488,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464487,True,1,0,1,1.0,1,2,2.0,0,True,False,True,True,True,True,True,False
464480,False,0,1,0,0.0,0,1,1.0,0,False,True,False,False,False,True,True,False
464474,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464466,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464449,False,0,1,1,1.0,0,2,2.0,1,False,True,True,True,False,True,True,True
464427,False,1,0,1,1.0,0,1,1.0,0,True,False,True,True,False,True,True,False
464421,True,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464500,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464601,True,1,2,1,0.0,1,1,0.0,1,True,True,True,False,True,True,False,True
464607,True,0,0,0,0.0,0,1,0.0,1,False,False,False,False,False,True,False,True
464620,True,0,1,1,1.0,0,1,1.0,1,False,True,True,True,False,True,True,True
464908,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464882,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464881,False,0,1,1,1.0,0,1,1.0,0,False,True,True,True,False,True,True,False
464871,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464855,True,0,0,0,0.0,0,1,1.0,0,False,False,False,False,False,True,True,False
464844,False,1,1,2,1.0,1,1,0.0,1,True,True,True,True,True,True,False,True
464837,True,0,0,0,0.0,0,2,0.0,2,False,False,False,False,False,True,False,True
464807,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464796,False,0,1,1,1.0,0,1,1.0,1,False,True,True,True,False,True,True,True
464785,False,2,1,0,0.0,0,0,0.0,0,True,True,False,False,False,False,False,False
464784,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464769,False,0,0,0,0.0,0,2,2.0,0,False,False,False,False,False,True,True,False
464759,False,2,1,1,0.0,1,1,0.0,1,True,True,True,False,True,True,False,True
464744,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
464740,True,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464732,True,0,1,1,1.0,0,1,1.0,0,False,True,True,True,False,True,True,False
464729,False,1,4,1,1.0,0,5,4.0,1,True,True,True,True,False,True,True,True
464692,True,0,1,2,2.0,0,2,2.0,0,False,True,True,True,False,True,True,False
464681,False,1,1,2,1.0,1,2,1.0,1,True,True,True,True,True,True,True,True
464671,True,0,1,1,1.0,1,1,1.0,1,False,True,True,True,True,True,True,True
464667,False,1,0,1,1.0,0,1,1.0,0,True,False,True,True,False,True,True,False
467489,False,0,1,1,1.0,0,2,2.0,1,False,True,True,True,False,True,True,True
464420,False,1,0,0,0.0,0,0,0.0,0,True,False,False,False,False,False,False,False
467506,True,0,0,2,1.0,2,2,1.0,2,False,False,True,True,True,True,True,True
467516,False,0,0,0,0.0,0,1,0.0,1,False,False,False,False,False,True,False,True
464996,True,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464994,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464983,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464960,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464938,True,1,1,1,1.0,1,2,2.0,1,True,True,True,True,True,True,True,True
464931,True,1,2,1,1.0,1,2,2.0,2,True,True,True,True,True,True,True,True
464930,False,0,0,0,0.0,0,0,0.0,0,False,False,False,False,False,False,False,False
464915,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464914,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465004,True,1,2,1,1.0,1,2,2.0,2,True,True,True,True,True,True,True,True
464913,False,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
464901,True,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464900,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464887,False,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
464877,True,1,2,1,1.0,1,4,4.0,2,True,True,True,True,True,True,True,True
464874,False,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464872,False,0,0,1,1.0,0,3,3.0,0,False,False,True,True,False,True,True,False
464867,True,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464835,False,1,2,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
464821,False,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464912,False,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
464819,False,1,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
465007,True,0,0,1,1.0,0,1,1.0,0,False,False,True,True,False,True,True,False
465015,False,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
467353,False,0,0,1,1.0,1,2,2.0,2,False,False,True,True,True,True,True,True
466958,False,0,0,1,1.0,0,2,2.0,0,False,False,True,True,False,True,True,False
465938,True,1,2,1,0.0,1,1,0.0,1,True,True,True,False,True,True,False,True
465577,True,0,0,1,1.0,1,1,1.0,1,False,False,True,True,True,True,True,True
465555,True,1,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
465545,True,1,1,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
465534,True,1,2,1,1.0,1,2,2.0,1,True,True,True,True,True,True,True,True
465401,False,1,1,1,1.0,1,1,1.0,1,True,True,True,True,True,True,True,True
465396,True,1,1,1,1.0,1,2,2.0,1,True,True,True,True,True,True,True,True
465008,False,0,1,1,0.0,1,2,1.0,2,False,True,True,False,True,True,True,True
465384,True,1,1,1,1.0,0,2,2.0,0,True,True,True,True,False,True,True,False
465377,True,1,2,1,1.0,0,1,1.0,0,True,True,True,True,False,True,True,False
